feature,coefficient
LongbowmanPikeman,-0.39453282276302964
LongbowmanRed Mage,-0.17895283242159227
LongbowmanRevenant,-0.02354438096590294
LongbowmanRogue,-0.07230884621663423
LongbowmanSwordsman,-0.03881670300447179
LongbowmanTrapper,0.10564241995256946
LongbowmanTroll,-0.026538242551428573
LongbowmanTroll Rocklobber,0.042608812566823674
LongbowmanWhite Mage,0.13963039575217098
MudafiOrcish Crossbowman,0.6287252240044151
MuharibSwordsman,0.7715020085978362
MuharibTroll,0.6287252259792708
MuharibWhite Mage,-0.616576542667873
NecrophageNecrophage,0.363406904499691
NecrophageOrcish Crossbowman,0.23623501876850533
NecrophageOrcish Slayer,-0.6948448669661423
NecrophageOrcish Warrior,0.005710761590699196
NecrophagePikeman,-0.6931579329032173
NecrophageRed Mage,-0.07600910136112511
NecrophageRevenant,0.013124290241186448
NecrophageRogue,-0.6709385112296854
NecrophageSwordsman,0.7069784950170523
NecrophageTrapper,0.7295958970936037
NecrophageTroll,-0.09300164507279102
NecrophageTroll Rocklobber,0.4220153276380099
NecrophageWhite Mage,-0.6931752682095941
Orcish CrossbowmanOrcish Crossbowman,-0.11393559274033818
Orcish CrossbowmanOrcish Slayer,-0.2715824410862015
Orcish CrossbowmanOrcish Warrior,0.32793252170561915
Orcish CrossbowmanPikeman,0.2457810258421
Orcish CrossbowmanRed Mage,-0.18389517760635338
Orcish CrossbowmanRevenant,0.07725775523973215
Orcish CrossbowmanRogue,-0.059492115604689984
Orcish CrossbowmanSwordsman,0.042750908548367036
Orcish CrossbowmanTrapper,-0.0018417625419799037
Orcish CrossbowmanTroll,0.11753569983460692
Orcish CrossbowmanTroll Rocklobber,0.015632153186447763
Orcish CrossbowmanWhite Mage,-0.10653280036777722
Orcish SlayerOrcish Slayer,-0.2528751947291538
Orcish SlayerOrcish Warrior,0.01594763968050188
Orcish SlayerPikeman,-0.08866823047946717
Orcish SlayerRed Mage,0.03444795746572466
Orcish SlayerRevenant,-0.0930986178474785
Orcish SlayerRogue,0.14673820336241336
Orcish SlayerShock Trooper,0.714016763875887
Orcish SlayerSwordsman,0.08093069134909141
Orcish SlayerTrapper,0.14665321308639687
Orcish SlayerTroll,-0.383147088370434
Orcish SlayerTroll Rocklobber,0.08740122463166966
Orcish SlayerWhite Mage,-0.10720760511265391
Orcish WarriorOrcish Warrior,0.30106126423402907
Orcish WarriorPikeman,-0.18497671505200944
Orcish WarriorRed Mage,-0.0776130672381123
Orcish WarriorRevenant,0.22531704281122072
Orcish WarriorRogue,0.11477331626447294
Orcish WarriorSwordsman,0.16428195309301652
Orcish WarriorTabib,-0.605624304711496
Orcish WarriorTrapper,0.050353595554840466
Orcish WarriorTroll,0.25788219337152646
Orcish WarriorTroll Rocklobber,0.11107107929919177
Orcish WarriorWhite Mage,-0.10497299654782358
PikemanPikeman,-0.6734978532742932
PikemanRed Mage,0.1848629756512442
PikemanRevenant,0.0046869601947002616
PikemanRogue,0.10742681510158465
PikemanShock Trooper,0.7123150575347322
PikemanSwordsman,-0.21763501089690485
PikemanTrapper,0.14155460468110131
PikemanTroll,-0.04895042584712966
PikemanTroll Rocklobber,-0.07903448047686307
PikemanWhite Mage,-0.00794910765663883
Red MageRed Mage,-0.05293589435448118
Red MageRevenant,0.12848816246689648
Red MageRogue,0.06353932749265617
Red MageSaurian Soothsayer,0.7205096621689789
Red MageSwordsman,0.1066087014886291
Red MageTrapper,0.1581985511388781
Red MageTroll,0.0783044576883139
Red MageTroll Rocklobber,0.19923629617716426
Red MageWhite Mage,0.003391370492403843
RevenantRevenant,-0.059598024396706056
RevenantRogue,-0.1943326603478982
RevenantSwordsman,-0.01911960371917495
RevenantTrapper,-0.07637905180983467
RevenantTroll,-0.03699627892195496
RevenantTroll Rocklobber,0.10182237143384364
RevenantWhite Mage,-0.044905884521089075
RogueRogue,-0.12938054300197976
RogueSaurian Soothsayer,0.7402305039170978
RogueShock Trooper,0.040909792382873726
RogueSwordsman,0.11780852327191253
RogueTrapper,0.17613256684798526
RogueTroll,-0.1686356055007971
RogueTroll Rocklobber,0.03552003647078403
RogueWhite Mage,0.04030421464198248
Shock TrooperTroll,-0.6897713260050805
SwordsmanSwordsman,0.12772734895776303
SwordsmanTrapper,-0.11767592822337257
SwordsmanTroll,0.12034548089994676
SwordsmanTroll Rocklobber,0.11874745516637827
SwordsmanWhite Mage,0.06560402453922476
TabibTroll,-0.773939744202703
TrapperTrapper,0.024376756625775625
TrapperTroll,-0.1626852730678212
TrapperTroll Rocklobber,-0.1496258989725126
TrapperWhite Mage,0.09330499603706517
Troll RocklobberTroll Rocklobber,0.024399634851741254
Troll RocklobberWhite Mage,-0.07763928405087316
TrollTroll,-0.11394940148994263
TrollTroll Rocklobber,0.04534110093504723
TrollWhite Mage,0.07619868642599269
White MageWhite Mage,-0.0537227041543962
<- leader_cleaned$faction_feature,0.31532253625087386
